problem,distrib,nbAg,method,root,nbConsequencesFound,total time,CPU time by SOLAR,extensions,inferences,consequences sent,clauses sents,nb Messages,total size messages,max CPU time by SOLAR,max extensions,max inferences,max consequences sent,max clauses sents,max nb Messages,max total size messages,min CPU time by SOLAR,min extensions,min inferences,min consequences sent,min clauses sents,min nb Messages,min total size messages,root+AC0-CPU time by SOLAR,root+AC0-extensions,root+AC0-inferences,root+AC0-consequences sent,root+AC0-clauses sents,root+AC0-nb Messages,root+AC0-total size messages
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,Mono,1,SOLAR+AC0-Inc,0,1,169,77,12,29,0,0,0,0,77,12,29,0,0,0,0,77,12,29,0,0,0,0,77,12,29,0,0,0,0
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,Mono,1,Solar+AC0-Carc,0,1,130,72,12,26,0,0,0,0,72,12,26,0,0,0,0,72,12,26,0,0,0,0,72,12,26,0,0,0,0
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,Mono,1,Solar,0,1,121,70,12,26,0,0,0,0,70,12,26,0,0,0,0,70,12,26,0,0,0,0,70,12,26,0,0,0,0
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent3,3,DICF+AC0-PB+AC0-Star,0,1,1461,74,17,58,0,0,11,7,66,8,23,0,0,6,4,3,3,14,0,0,2,1,5,6,23,0,0,6,2
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent3,3,DICF+AC0-PB+AC0-Star+AC0-FixedRoot+AC0-1,0,1,1201,79,17,58,0,0,11,7,70,8,23,0,0,6,4,3,3,14,0,0,2,1,3,3,14,0,0,3,1
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent3,3,DICF+AC0-PB+AC0-Star+AC0-FixedRoot+AC0-2,0,1,1195,75,14,49,0,0,9,5,68,8,21,0,0,5,3,3,3,14,0,0,2,1,4,3,14,0,0,2,1
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent3,3,DICF+AC0-PB+AC0-Async,0,1,1194,77,14,49,0,0,10,7,69,8,21,0,0,4,3,3,3,14,0,0,3,2,5,3,14,0,0,3,2
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent3,3,DICF+AC0-PB+AC0-NewAsync,0,1,1191,77,14,49,0,0,10,7,69,8,21,0,0,4,3,3,3,14,0,0,3,2,5,3,14,0,0,3,2
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent3,3,DICF+AC0-PB+AC0-Token,0,1,1204,77,20,67,0,0,11,14,68,8,23,0,0,5,5,4,6,21,0,0,3,4,5,6,23,0,0,3,4
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Star,0,5,1376,111,80,247,0,0,22,39,43,29,85,0,0,11,18,10,8,33,0,0,3,5,18,29,85,0,0,11,18
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-NewAsync,0,1,1279,91,15,57,0,0,20,16,41,8,25,0,0,7,6,4,1,4,0,0,4,3,5,3,14,0,0,4,3
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Star+AC0-FixedRoot+AC0-1,0,5,1226,116,80,247,0,0,22,39,45,29,85,0,0,11,18,11,8,33,0,0,3,5,11,23,67,0,0,4,5
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Star+AC0-FixedRoot+AC0-2,0,5,1228,93,74,213,0,0,16,33,72,23,61,0,0,8,18,6,8,32,0,0,2,5,8,23,60,0,0,3,5
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Token,0,5,1228,105,83,240,0,0,15,50,76,26,69,0,0,5,16,8,11,41,0,0,3,8,11,26,69,0,0,3,8
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Async,0,5,1280,96,74,229,0,0,31,68,39,23,67,0,0,9,20,10,8,33,0,0,7,15,11,23,67,0,0,7,15
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Token+AC0-FixedOrder+AC0-2+AC0-1+AC0-3+AC0-0,0,5,1228,115,86,267,0,0,22,52,73,29,86,0,0,7,16,8,11,42,0,0,5,8,20,29,86,0,0,5,15
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Token+AC0-FixedOrder+AC0-2+AC0-3+AC0-1+AC0-0,0,5,1220,98,83,240,0,0,13,50,71,26,69,0,0,4,16,8,11,41,0,0,2,8,9,26,69,0,0,4,13
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Token+AC0-FixedOrder+AC0-3+AC0-1+AC0-0+AC0-2,0,5,1227,105,83,255,0,0,16,50,66,26,76,0,0,5,16,10,11,42,0,0,3,8,12,26,76,0,0,5,13
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Token+AC0-FixedOrder+AC0-3+AC0-0+AC0-2+AC0-1,0,5,1222,115,86,267,0,0,20,52,66,29,87,0,0,6,16,10,11,43,0,0,3,8,27,29,87,0,0,6,15
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Token+AC0-FixedOrder+AC0-1+AC0-2+AC0-3+AC0-0,0,5,1215,104,83,240,0,0,14,50,73,26,69,0,0,5,16,9,11,41,0,0,2,8,11,26,69,0,0,2,8
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Token+AC0-FixedOrder+AC0-2+AC0-0+AC0-3+AC0-1,0,5,1264,113,86,267,0,0,22,52,72,29,86,0,0,7,16,8,11,42,0,0,5,8,14,26,77,0,0,5,8
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0-2,+AF8-agent4,4,DICF+AC0-PB+AC0-Token+AC0-FixedOrder+AC0-3+AC0-1+AC0-2+AC0-0,0,5,1221,112,86,267,0,0,20,52,65,29,87,0,0,6,16,10,11,43,0,0,3,8,12,26,76,0,0,3,8
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,Mono,1,SOLAR+AC0-Inc,0,3,2350,1012,6697,15395,0,0,0,0,1012,6697,15395,0,0,0,0,1012,6697,15395,0,0,0,0,1012,6697,15395,0,0,0,0
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,Mono,1,Solar+AC0-Carc,0,3,307,170,735,1828,0,0,0,0,170,735,1828,0,0,0,0,170,735,1828,0,0,0,0,170,735,1828,0,0,0,0
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,Mono,1,Solar,0,3,259,219,735,1828,0,0,0,0,219,735,1828,0,0,0,0,219,735,1828,0,0,0,0,219,735,1828,0,0,0,0
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,+AF8-agent3,3,DICF+AC0-PB+AC0-Star,0,3,1296,113,155,474,0,0,13,31,83,90,276,0,0,7,12,6,15,52,0,0,3,9,24,90,276,0,0,7,12
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,+AF8-agent3,3,DICF+AC0-PB+AC0-Star+AC0-FixedRoot+AC0-1,0,3,1149,93,144,425,0,0,13,31,63,79,227,0,0,7,12,7,15,52,0,0,3,9,7,15,52,0,0,3,9
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,+AF8-agent3,3,DICF+AC0-PB+AC0-Star+AC0-FixedRoot+AC0-2,0,3,1111,103,193,579,0,0,13,35,61,87,267,0,0,7,17,18,30,94,0,0,3,9,24,87,267,0,0,3,9
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,+AF8-agent3,3,DICF+AC0-PB+AC0-Async,0,3,1118,102,213,631,0,0,15,45,61,87,267,0,0,7,21,18,50,146,0,0,4,12,23,87,267,0,0,4,12
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,+AF8-agent3,3,DICF+AC0-PB+AC0-NewAsync,0,3,1127,130,88,306,0,0,55,57,71,34,108,0,0,19,21,29,26,93,0,0,17,18,30,26,108,0,0,19,18
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,+AF8-agent3,3,DICF+AC0-PB+AC0-Token,0,3,1114,126,138,431,0,0,13,44,58,90,276,0,0,5,17,16,18,61,0,0,4,12,52,90,276,0,0,4,12
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,+AF8-agent3,3,DICF+AC0-PB+AC0-Token+AC0-FixedOrder+AC0-2+AC0-1+AC0-0,0,3,1219,175,127,382,0,0,11,44,113,79,227,0,0,4,17,16,18,61,0,0,3,12,16,18,61,0,0,4,15
PUZ012+AC0-1.C1i2+AF8-all+AF8-ld+AC0-1+AC0ALQ-1,+AF8-agent4,4,DICF+AC0-PB+AC0-Star,0,3,1310,145,88,258,0,0,24,38,52,45,107,0,0,12,15,13,12,36,0,0,4,5,32,45,107,0,0,12,15
