nbCl_c2_non_sub;nbCl_c2_sub_non_min;nbCl_c2_sub_min;nbCl_c1_tot_present;nbCl_c1_non_subsumed;nbCl_c2;nbCl_c1_subsumed_non_min;nbCl_c1;nbCl_c1_subsumed_min;nbTimesCl_subs_min;nbTimesCl_subs_non_min
0;26;0;26;4;26;26;30;0;0;26
