nbCl_c1_non_subsumed;nbCl_c1;nbCl_c2;nbCl_c2_non_sub;nbTimesCl_subs_min;nbTimesCl_subs_non_min;nbCl_c1_subsumed_non_min;nbCl_c1_subsumed_min;nbCl_c2_sub_min;nbCl_c2_sub_non_min;nbCl_c1_tot_present
2;5;6;3;1;3;2;1;1;2;2
